q_id,question,ground_truth,generated_answer,source_urls,rank,response_time,question_type,num_retrieved
26,"Generate a comparative question and its answer based only on the context below.

Context:
On August 5, 2020, Twitter published a blog urging its users to update their applications to the latest version with regards to a security concern that allowed others to access direct messages. A hacker could easily use the ""Android system permissions"" to fetch the account credentials in order to do so. The security issue is only with Android 8 (Android Oreo) and Android 9 (Android Pie). Twitter confirmed that updating the app will restrict such practices. Technical security features
Android applications run in a sandbox, an isolated area of the system that does not have access to the rest of the system's resources, unless access permissions are explicitly granted by the user when the application is installed, however this may not be possible for pre-installed apps. It is not possible, for example, to turn off the microphone access of the pre-installed camera app without disabling the camera completely. This is valid also in Android versions 7 and 8. Since February 2012, Google has used its Google Bouncer malware scanner to watch over and scan apps available in the Google Play store. A ""Verify Apps"" feature was introduced in November 2012, as part of the Android 4.2 ""Jelly Bean"" operating system version, to scan all apps, both from Google Play and from third-party sources, for malicious behaviour. Originally only doing so during installation, Verify Apps received an update in 2014 to ""constantly"" scan apps, and in 2017 the feature was made visible to users through a menu in Settings. In former Android versions, before installing an application, the Google Play store displayed a list of the requirements an app needs to function.

Format:
 ...",...,"Technical security features Android applications run in a sandbox, an isolated area of the system that does not have access to the rest of the system's resources, unless access permissions are explicitly granted by the user when the application is installed, however this may not be possible for pre-installed apps Technical security features Android applications run in a sandbox, an isolated area of the system that does not have access to the rest of the system's resources, unless access permissions are explicitly granted by the user when the application is installed, however this may not be possible for pre-installed apps Technical security features Android applications run in a sandbox, an isolated area of the system that does not have access to the rest of the system's resources, unless access permissions are explicitly granted by the user when the application is installed, however this may not be possible for pre-installed apps",['https://en.wikipedia.org/wiki/Android_(operating_system)'],1,0.3683431148529053,comparative,10
27,"Generate a comparative question and its answer based only on the context below.

Context:
Embedded machine learning
Embedded machine learning is a sub-field of machine learning where models are deployed on embedded systems with limited computing resources, such as wearable computers, edge devices and microcontrollers. Running models directly on these devices eliminates the need to transfer and store data on cloud servers for further processing, thereby reducing the risk of data breaches, privacy leaks and theft of intellectual property, personal data and business secrets. Embedded machine learning can be achieved through various techniques, such as hardware acceleration, approximate computing, and model optimisation. Common optimisation techniques include pruning, quantisation, knowledge distillation, low-rank factorisation, network architecture search, and parameter sharing. Software
Software suites containing a variety of machine learning algorithms include the following:

Free and open-source software
Proprietary software with free and open-source editions
KNIME
RapidMiner

Proprietary software
Journals
Journal of Machine Learning Research
Machine Learning
Nature Machine Intelligence
Neural Computation
IEEE Transactions on Pattern Analysis and Machine Intelligence

Conferences
AAAI Conference on Artificial Intelligence
Association for Computational Linguistics (ACL)
European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD)
International Conference on Computational Intelligence Methods for Bioinformatics and Biostatistics (CIBB)
International Conference on Machine Learning (ICML)
International Conference on Learning Representations (ICLR)
International Conference on Intelligent Robots and Systems (IROS)
Conference on Knowledge Discovery and Data Mining (KDD)
Conference on Neural Information Processing Systems (NeurIPS)

See also
Automated machine learning – Process of automating the application of machine learning
Big data – Extremely large or complex datasets
Deep learning — branch of ML concerned with artificial neural networks
Differentiable programming – Programming paradigm
List of datasets for machine-learning research
List of machine learning algorithms and List of algorithms for machine learning and statistical classification
M-theory (learning framework) – Framework in machine learning
Machine unlearning – Field of study in artificial intelligence
Outline of machine learning
Solomonoff's theory of inductive inference – Mathematical theory

References
Sources
Domingos, Pedro (22 September 2015). The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World.

Format:
 ...",...,"Software Software suites containing a variety of machine learning algorithms include the following: Free and open-source software Proprietary software with free and open-source editions KNIME RapidMiner Proprietary software Journals Journal of Machine Learning Research Machine Learning Nature Machine Intelligence Neural Computation IEEE Transactions on Pattern Analysis and Machine Intelligence Conferences AAAI Conference on Artificial Intelligence Association for Computational Linguistics (ACL) European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD) International Conference on Computational Intelligence Methods for Bioinformatics and Biostatistics (CIBB) International Conference on Machine Learning (ICML) International Conference on Learning Representations (ICLR) International Conference on Intelligent Robots and Systems (IROS) Conference on Knowledge Discovery and Data Mining (KDD) Conference on Neural Information Processing Systems (NeurIPS) See also Automated machine learning – Process of automating the application of machine learning Big data – Extremely large or complex datasets Deep learning — branch of ML concerned with artificial neural networks Differentiable programming – Programming paradigm List of datasets for machine-learning research List of machine learning algorithms and List of algorithms for machine learning and statistical classification M-theory (learning framework) – Framework in machine learning Machine unlearning – Field of study in artificial intelligence Outline of machine learning Solomonoff's theory of inductive inference – Mathematical theory References Sources Domingos, Pedro (22 September 2015) Software Software suites containing a variety of machine learning algorithms include the following: Free and open-source software Proprietary software with free and open-source editions KNIME RapidMiner Proprietary software Journals Journal of Machine Learning Research Machine Learning Nature Machine Intelligence Neural Computation IEEE Transactions on Pattern Analysis and Machine Intelligence Conferences AAAI Conference on Artificial Intelligence Association for Computational Linguistics (ACL) European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD) International Conference on Computational Intelligence Methods for Bioinformatics and Biostatistics (CIBB) International Conference on Machine Learning (ICML) International Conference on Learning Representations (ICLR) International Conference on Intelligent Robots and Systems (IROS) Conference on Knowledge Discovery and Data Mining (KDD) Conference on Neural Information Processing Systems (NeurIPS) See also Automated machine learning – Process of automating the application of machine learning Big data – Extremely large or complex datasets Deep learning — branch of ML concerned with artificial neural networks Differentiable programming – Programming paradigm List of datasets for machine-learning research List of machine learning algorithms and List of algorithms for machine learning and statistical classification M-theory (learning framework) – Framework in machine learning Machine unlearning – Field of study in artificial intelligence Outline of machine learning Solomonoff's theory of inductive inference – Mathematical theory References Sources Domingos, Pedro (22 September 2015) Software Software suites containing a variety of machine learning algorithms include the following: Free and open-source software Proprietary software with free and open-source editions KNIME RapidMiner Proprietary software Journals Journal of Machine Learning Research Machine Learning Nature Machine Intelligence Neural Computation IEEE Transactions on Pattern Analysis and Machine Intelligence Conferences AAAI Conference on Artificial Intelligence Association for Computational Linguistics (ACL) European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD) International Conference on Computational Intelligence Methods for Bioinformatics and Biostatistics (CIBB) International Conference on Machine Learning (ICML) International Conference on Learning Representations (ICLR) International Conference on Intelligent Robots and Systems (IROS) Conference on Knowledge Discovery and Data Mining (KDD) Conference on Neural Information Processing Systems (NeurIPS) See also Automated machine learning – Process of automating the application of machine learning Big data – Extremely large or complex datasets Deep learning — branch of ML concerned with artificial neural networks Differentiable programming – Programming paradigm List of datasets for machine-learning research List of machine learning algorithms and List of algorithms for machine learning and statistical classification M-theory (learning framework) – Framework in machine learning Machine unlearning – Field of study in artificial intelligence Outline of machine learning Solomonoff's theory of inductive inference – Mathematical theory References Sources Domingos, Pedro (22 September 2015)",['https://en.wikipedia.org/wiki/Machine_learning'],1,0.42832469940185547,comparative,10
28,"Generate a inferential question and its answer based only on the context below.

Context:
In other words, conditional on the present state of the system, its future and past states are independent. A Markov chain is a type of Markov process that has either a discrete state space or a discrete index set (often representing time), but the precise definition of a Markov chain varies. For example, it is common to define a Markov chain as a Markov process in either discrete or continuous time with a countable state space (thus regardless of the nature of time), but it is also common to define a Markov chain as having discrete time in either countable or continuous state space (thus regardless of the state space). Types of Markov chains
The system's state space and time parameter index need to be specified. The following table gives an overview of the different instances of Markov processes for different levels of state space generality for both discrete and continuous time:

Note that there is no definitive agreement in the literature on the use of some of the terms that signify special cases of Markov processes. Usually the term ""Markov chain"" is reserved for a process with a discrete set of times, that is, a discrete-time Markov chain (DTMC), but a few authors use the term ""Markov process"" to refer to a continuous-time Markov chain (CTMC) without explicit mention. In addition, there are other extensions of Markov processes that are referred to as such but do not necessarily fall within any of these four categories (see Markov model). Moreover, the time index need not necessarily be real-valued; like with the state space, there are conceivable processes that move through index sets with other mathematical constructs.

Format:
 ...",...,The following table gives an overview of the different instances of Markov processes for different levels of state space generality for both discrete and continuous time: Note that there is no definitive agreement in the literature on the use of some of the terms that signify special cases of Markov processes The following table gives an overview of the different instances of Markov processes for different levels of state space generality for both discrete and continuous time: Note that there is no definitive agreement in the literature on the use of some of the terms that signify special cases of Markov processes The following table gives an overview of the different instances of Markov processes for different levels of state space generality for both discrete and continuous time: Note that there is no definitive agreement in the literature on the use of some of the terms that signify special cases of Markov processes,['https://en.wikipedia.org/wiki/Markov_chain'],1,0.37647581100463867,inferential,10
29,"Generate a factual question and its answer based only on the context below.

Context:
Software testing is a combinatorial problem. For example, every Boolean decision statement requires at least two tests: one with an outcome of ""true"" and one with an outcome of ""false"". As a result, for every line of code written, programmers often need 3 to 5 lines of test code. This obviously takes time and its investment may not be worth the effort. There are problems that cannot easily be tested at all – for example those that are nondeterministic or involve multiple threads. In addition, code for a unit test is as likely to be buggy as the code it is testing. Fred Brooks in The Mythical Man-Month quotes: ""Never go to sea with two chronometers; take one or three."" (If two chronometers contradict, one cannot know which is correct.) Difficulty in setting up realistic and useful tests
Another challenge related to writing the unit tests is the difficulty of setting up realistic and useful tests. It is necessary to create relevant initial conditions so the part of the application being tested behaves like part of the complete system. If these initial conditions are not set correctly, the test will not be exercising the code in a realistic context, which diminishes the value and accuracy of unit test results. Requires discipline throughout the development process
To obtain the intended benefits from unit testing, rigorous discipline is needed throughout the software development process. Requires version control
It is essential to keep careful records not only of the tests that have been performed, but also of all changes that have been made to the source code of this or any other unit in the software.

Format:
 ...",...,"Requires version control It is essential to keep careful records not only of the tests that have been performed, but also of all changes that have been made to the source code of this or any other unit in the software Requires version control It is essential to keep careful records not only of the tests that have been performed, but also of all changes that have been made to the source code of this or any other unit in the software If these initial conditions are not set correctly, the test will not be exercising the code in a realistic context, which diminishes the value and accuracy of unit test results",['https://en.wikipedia.org/wiki/Unit_testing'],1,0.38680505752563477,factual,10
30,"Generate a multi-hop question and its answer based only on the context below.

Context:
The message posted by Hawking and Tegmark states that AI weapons pose an immediate danger and that action is required to avoid catastrophic disasters in the near future. ""If any major military power pushes ahead with the AI weapon development, a global arms race is virtually inevitable, and the endpoint of this technological trajectory is obvious: autonomous weapons will become the Kalashnikovs of tomorrow"", says the petition, which includes Skype co-founder Jaan Tallinn and MIT professor of linguistics Noam Chomsky as additional supporters against AI weaponry. Physicist and Astronomer Royal Sir Martin Rees has warned of catastrophic instances like ""dumb robots going rogue or a network that develops a mind of its own."" Huw Price, a colleague of Rees at Cambridge, has voiced a similar warning that humans might not survive when intelligence ""escapes the constraints of biology"". These two professors created the Centre for the Study of Existential Risk at Cambridge University in the hope of avoiding this threat to human existence. Regarding the potential for smarter-than-human systems to be employed militarily, the Open Philanthropy Project writes that these scenarios ""seem potentially as important as the risks related to loss of control"", but research investigating AI's long-run social impact have spent relatively little time on this concern: ""this class of scenarios has not been a major focus for the organizations that have been most active in this space, such as the Machine Intelligence Research Institute (MIRI) and the Future of Humanity Institute (FHI), and there seems to have been less analysis and debate regarding them"".

Format:
 ...",...,"Regarding the potential for smarter-than-human systems to be employed militarily, the Open Philanthropy Project writes that these scenarios ""seem potentially as important as the risks related to loss of control"", but research investigating AI's long-run social impact have spent relatively little time on this concern: ""this class of scenarios has not been a major focus for the organizations that have been most active in this space, such as the Machine Intelligence Research Institute (MIRI) and the Future of Humanity Institute (FHI), and there seems to have been less analysis and debate regarding them"" Regarding the potential for smarter-than-human systems to be employed militarily, the Open Philanthropy Project writes that these scenarios ""seem potentially as important as the risks related to loss of control"", but research investigating AI's long-run social impact have spent relatively little time on this concern: ""this class of scenarios has not been a major focus for the organizations that have been most active in this space, such as the Machine Intelligence Research Institute (MIRI) and the Future of Humanity Institute (FHI), and there seems to have been less analysis and debate regarding them"" Regarding the potential for smarter-than-human systems to be employed militarily, the Open Philanthropy Project writes that these scenarios ""seem potentially as important as the risks related to loss of control"", but research investigating AI's long-run social impact have spent relatively little time on this concern: ""this class of scenarios has not been a major focus for the organizations that have been most active in this space, such as the Machine Intelligence Research Institute (MIRI) and the Future of Humanity Institute (FHI), and there seems to have been less analysis and debate regarding them""",['https://en.wikipedia.org/wiki/Ethics_of_artificial_intelligence'],1,0.37157297134399414,multi-hop,10
31,"Generate a multi-hop question and its answer based only on the context below.

Context:
The discrimination of a dataset 
  
    
      
        D
      
    
    {\textstyle D}
  
 with respect to the group 
  
    
      
        A
        =
        a
      
    
    {\textstyle A=a}
  
 can be defined as follows:

  
    
      
        d
        i
        s
        
          c
          
            A
            =
            a
          
        
        (
        D
        )
        =
        
          
            
              
                |
              
              {
              X
              ∈
              D
              
                |
              
              X
              (
              A
              )
              ≠
              a
              ,
              X
              (
              Y
              )
              =
              +
              }
              
                |
              
            
            
              
                |
              
              {
              X
              ∈
              D
              
                |
              
              X
              (
              A
              )
              ≠
              a
              }
              
                |
              
            
          
        
        −
        
          
            
              
                |
              
              {
              X
              ∈
              D
              
                |
              
              X
              (
              A
              )
              =
              a
              ,
              X
              (
              Y
              )
              =
              +
              }
              
                |
              
            
            
              
                |
              
              {
              X
              ∈
              D
              
                |
              
              X
              (
              A
              )
              =
              a
              }
              
                |
              
            
          
        
      
    
    {\displaystyle disc_{A=a}(D)={\frac {|\{X\in D|X(A)\neq a,X(Y)=+\}|}{|\{X\in D|X(A)\neq a\}|}}-{\frac {|\{X\in D|X(A)=a,X(Y)=+\}|}{|\{X\in D|X(A)=a\}|}}}
  

That is, an approximation to the difference between the probabilities of belonging in the positive class given that the subject has a protected characteristic different from 
  
    
      
        a
      
    
    {\textstyle a}
  
 and equal to 
  
    
      
        a
      
    
    {\textstyle a}
  
. Algorithms correcting bias at preprocessing remove information about dataset variables which might result in unfair decisions, while trying to alter as little as possible. This is not as simple as just removing the sensitive variable, because other attributes can be correlated to the protected one. A way to do this is to map each individual in the initial dataset to an intermediate representation in which it is impossible to identify whether it belongs to a particular protected group while maintaining as much information as possible. Then, the new representation of the data is adjusted to get the maximum accuracy in the algorithm. This way, individuals are mapped into a new multivariable representation where the probability of any member of a protected group to be mapped to a certain value in the new representation is the same as the probability of an individual which doesn't belong to the protected group.

Format:
 ...",...,A way to do this is to map each individual in the initial dataset to an intermediate representation in which it is impossible to identify whether it belongs to a particular protected group while maintaining as much information as possible A way to do this is to map each individual in the initial dataset to an intermediate representation in which it is impossible to identify whether it belongs to a particular protected group while maintaining as much information as possible A way to do this is to map each individual in the initial dataset to an intermediate representation in which it is impossible to identify whether it belongs to a particular protected group while maintaining as much information as possible,['https://en.wikipedia.org/wiki/Fairness_(machine_learning)'],1,0.4195380210876465,multi-hop,10
32,"Generate a comparative question and its answer based only on the context below.

Context:
The problem was caused by a combination of bugs in Android and in the Microsoft Teams app; both companies released updates addressing the issue. On December 12, 2024, Google announced Android XR. It is a new operating system developed by Google, designed for virtual reality and augmented reality devices, such as VR headsets and smart glasses. It was built in collaboration with Samsung and Qualcomm. The platform is also focused on supporting developers with tools like ARCore and Unity to build applications for upcoming XR devices. In March 2025, Google announced its plans to consolidate Android development to internal sources. While public developers will no longer be able to contribute, the Android source will still be published. Features
Interface
Android's default user interface is mainly based on direct manipulation, using touch inputs that loosely correspond to real-world actions, like swiping, tapping, pinching, and reverse pinching to manipulate on-screen objects, along with a virtual keyboard. Game controllers and full-size physical keyboards are supported via Bluetooth or USB. The response to user input is designed to be immediate and provides a fluid touch interface, often using the vibration capabilities of the device to provide haptic feedback to the user. Internal hardware, such as accelerometers, gyroscopes and proximity sensors are used by some applications to respond to additional user actions, for example adjusting the screen from portrait to landscape depending on how the device is oriented, or allowing the user to steer a vehicle in a racing game by rotating the device, simulating control of a steering wheel.

Format:
 ...",...,"Features Interface Android's default user interface is mainly based on direct manipulation, using touch inputs that loosely correspond to real-world actions, like swiping, tapping, pinching, and reverse pinching to manipulate on-screen objects, along with a virtual keyboard Features Interface Android's default user interface is mainly based on direct manipulation, using touch inputs that loosely correspond to real-world actions, like swiping, tapping, pinching, and reverse pinching to manipulate on-screen objects, along with a virtual keyboard Features Interface Android's default user interface is mainly based on direct manipulation, using touch inputs that loosely correspond to real-world actions, like swiping, tapping, pinching, and reverse pinching to manipulate on-screen objects, along with a virtual keyboard",['https://en.wikipedia.org/wiki/Android_(operating_system)'],1,0.34378504753112793,comparative,10
33,"Generate a factual question and its answer based only on the context below.

Context:
Hardware and software rendering
Historically, the term hardware rendering (possibly an abbreviation of ""hardware accelerated rendering"" or ""hardware-assisted rendering"") was sometimes used to mean rendering using a hardware-accelerated rasterization pipeline (typically for real-time rendering). In contrast, software rendering meant offline rendering using software that was not limited by the capabilities of graphics hardware, and could use more realistic and higher quality techniques. Both hardware and software have evolved, and although these terms are still used, their meaning may now be context-dependent. When OpenGL and Direct3D were introduced in the 1990s, there was a need to use these APIs on computers that did not have hardware acceleration for 3D graphics. ""Fallback"" rendering implementations were provided that did not require special hardware, and these are sometimes called ""software renderers"" (today hardware acceleration is almost always available, and these CPU-only implementations are used primarily for testing). More recently, ""software rendering"" may also mean rendering that does not use graphics APIs such as OpenGL, Metal, Direct3D, or Vulkan. Types of renderers that in the past might have been called ""software renderers"" (e.g. path tracing renderers used for offline rendering for movies) now commonly use GPU acceleration, often via APIs such as CUDA or OpenCL, which are not graphics-specific. Since these latter APIs allow running C++ code on a GPU, it is now possible to run the same rendering code on either a CPU or GPU. Chronology of algorithms and techniques
The following is a rough timeline of frequently mentioned rendering techniques, including areas of current research.

Format:
 ...",...,"""Fallback"" rendering implementations were provided that did not require special hardware, and these are sometimes called ""software renderers"" (today hardware acceleration is almost always available, and these CPU-only implementations are used primarily for testing) ""Fallback"" rendering implementations were provided that did not require special hardware, and these are sometimes called ""software renderers"" (today hardware acceleration is almost always available, and these CPU-only implementations are used primarily for testing) In contrast, software rendering meant offline rendering using software that was not limited by the capabilities of graphics hardware, and could use more realistic and higher quality techniques",['https://en.wikipedia.org/wiki/Rendering_(computer_graphics)'],1,0.3652379512786865,factual,10
34,"Generate a comparative question and its answer based only on the context below.

Context:
Studies in 2004 and 2008 that involved the effect of automated aids on diagnosis of breast cancer found clear evidence of automation bias involving omission errors. Cancers diagnosed in 46% of cases without automated aids were discovered in only 21% of cases with automated aids that failed to identify the cancer. Military
Automation bias can be a crucial factor in the use of intelligent decision support systems for military command-and-control operations. One 2004 study found that automation bias effects have contributed to a number of fatal military decisions, including friendly-fire killings during the Iraq War. Researchers have sought to determine the proper level of automation for decision support systems in this field. Automotive
Automation complacency is also a challenge for automated driving systems in which the human only has to monitor the system or act as a fallback driver. This is for example discussed in the report of National Transportation Safety Board about the fatal accident between an UBER test vehicle and pedestrian Elaine Herzberg. Correction
Automation bias can be mitigated by redesigning automated systems to reduce display prominence, decrease information complexity or couch assistance as supportive rather than directive information. Training users on automated systems which introduce deliberate errors more effectively reduces automation bias than just telling them errors can occur. Excessively checking and questioning automated assistance can increase time pressure and task complexity, thus reducing benefit, so some automated decision support systems balance positive and negative effects rather than attempt to eliminate negative effects. See also
Algorithmic bias
Automation
Computer says no
Intelligent automation
List of cognitive biases
Out-of-the-loop performance problem

References
Further reading
Goddard, K; Roudsari, A; Wyatt, J. C. (2011).

Format:
 ...",...,"Correction Automation bias can be mitigated by redesigning automated systems to reduce display prominence, decrease information complexity or couch assistance as supportive rather than directive information Correction Automation bias can be mitigated by redesigning automated systems to reduce display prominence, decrease information complexity or couch assistance as supportive rather than directive information Correction Automation bias can be mitigated by redesigning automated systems to reduce display prominence, decrease information complexity or couch assistance as supportive rather than directive information",['https://en.wikipedia.org/wiki/Automation_bias'],1,0.3604600429534912,comparative,10
35,"Generate a multi-hop question and its answer based only on the context below.

Context:
One of the advantages of this method is that it can handle discrete hyperparameters as well. Self-tuning networks offer a memory efficient version of this approach by choosing a compact representation for the hypernetwork. More recently, Δ-STN has improved this method further by a slight reparameterization of the hypernetwork which speeds up training. Δ-STN also yields a better approximation of the best-response Jacobian by linearizing the network in the weights, hence removing unnecessary nonlinear effects of large changes in the weights. Apart from hypernetwork approaches, gradient-based methods can be used to optimize discrete hyperparameters also by adopting a continuous relaxation of the parameters. Such methods have been extensively used for the optimization of architecture hyperparameters in neural architecture search. Evolutionary optimization
Evolutionary optimization is a methodology for the global optimization of noisy black-box functions. In hyperparameter optimization, evolutionary optimization uses evolutionary algorithms to search the space of hyperparameters for a given algorithm. Evolutionary hyperparameter optimization follows a process inspired by the biological concept of evolution:

Create an initial population of random solutions (i.e., randomly generate tuples of hyperparameters, typically 100+)
Evaluate the hyperparameter tuples and acquire their fitness function (e.g., 10-fold cross-validation accuracy of the machine learning algorithm with those hyperparameters)
Rank the hyperparameter tuples by their relative fitness
Replace the worst-performing hyperparameter tuples with new ones generated via crossover and mutation
Repeat steps 2-4 until satisfactory algorithm performance is reached or is no longer improving. Evolutionary optimization has been used in hyperparameter optimization for statistical machine learning algorithms, automated machine learning, typical neural network  and deep neural network architecture search, as well as training of the weights in deep neural networks.

Format:
 ...",...,"Evolutionary optimization has been used in hyperparameter optimization for statistical machine learning algorithms, automated machine learning, typical neural network  and deep neural network architecture search, as well as training of the weights in deep neural networks Evolutionary optimization has been used in hyperparameter optimization for statistical machine learning algorithms, automated machine learning, typical neural network  and deep neural network architecture search, as well as training of the weights in deep neural networks Evolutionary optimization has been used in hyperparameter optimization for statistical machine learning algorithms, automated machine learning, typical neural network  and deep neural network architecture search, as well as training of the weights in deep neural networks",['https://en.wikipedia.org/wiki/Hyperparameter_optimization'],1,0.3520979881286621,multi-hop,10
36,"Generate a inferential question and its answer based only on the context below.

Context:
Python is a high-level, general-purpose programming language. Its design philosophy emphasizes code readability with the use of significant indentation. Python is dynamically type-checked and garbage-collected. It supports multiple programming paradigms, including structured (particularly procedural), object-oriented and functional programming. Guido van Rossum began working on Python in the late 1980s as a successor to the ABC programming language. Python 3.0, released in 2008, was a major revision and not completely backward-compatible with earlier versions. Beginning with Python 3.5, capabilities and keywords for typing were added to the language, allowing optional static typing. As of 2026, the Python Software Foundation supports Python 3.10, 3.11, 3.12, 3.13, and 3.14, following the project's annual release cycle and five-year support policy. Python 3.15 is currently in the alpha development phase, and the stable release is expected to come out in October 2026."" Earlier versions in the 3.x series have reached end-of-life and no longer receive security updates. Python has gained widespread use in the machine learning community. It is widely taught as an introductory programming language. Since 2003, Python has consistently ranked in the top ten of the most popular programming languages in the TIOBE Programming Community Index, which ranks based on searches in 24 platforms. History
Python was conceived in the late 1980s by Guido van Rossum at Centrum Wiskunde & Informatica (CWI) in the Netherlands. It was designed as a successor to the ABC programming language, which was inspired by SETL, capable of exception handling and interfacing with the Amoeba operating system. Python implementation began in December 1989.

Format:
 ...",...,"Since 2003, Python has consistently ranked in the top ten of the most popular programming languages in the TIOBE Programming Community Index, which ranks based on searches in 24 platforms Guido van Rossum began working on Python in the late 1980s as a successor to the ABC programming language It was designed as a successor to the ABC programming language, which was inspired by SETL, capable of exception handling and interfacing with the Amoeba operating system",['https://en.wikipedia.org/wiki/Python_(programming_language)'],1,0.35909080505371094,inferential,10
37,"Generate a comparative question and its answer based only on the context below.

Context:
Rowing (Champion School)
The C.A. Hamer Cup was introduced in 1983, and is awarded to the school which scores the highest aggregate points in rowing at the Head of the River. It is named after Mr. C A Hamer who was headmaster of Wesley College from 1964 to 1983. In 2013 Guildford Grammar School won the Hamer Cup. Rugby
Rugby became a PSA Sport in 1961, and in 1963 the Rugby cup was renamed the Brother Redmond Cup, in honor of Brother M F Redmond, who was an influential teacher and sportsmaster at Aquinas College over a span of 45 years. Although the Trophy was first presented in 1963, the PSA Headmasters decreed at a meeting in 1962, that because all PSA schools had competed in Rugby since the first competition in 1961, then the original two years would also be included on the trophy. Soccer
Soccer became a PSA Sport in 1987. The soccer trophy is named after Mr D.A. Lawe Davis, headmaster of Guildford Grammar School from 1957 to 1978. Surfing
Surfing became an official PSA Sport in 1998. The Schools compete for the PSA Schools Sirocco Shield. Swimming
The PSA swimming carnival is an annual event, which has been held since 1904, and pre-dates the establishment of the PSA. In 1905, it became an official PSA Sport. In 1990 the Cup was renamed The Dr. K.G. Tregonning Cup after Dr. Ken Tregonning, headmaster of Hale School 1967–1988. Tennis
The PSA tennis cup is named after Mr W R Corr (W.R. Corr Cup), a long-serving teacher and tennis coach at Hale School.

Format:
 ...",...,"Although the Trophy was first presented in 1963, the PSA Headmasters decreed at a meeting in 1962, that because all PSA schools had competed in Rugby since the first competition in 1961, then the original two years would also be included on the trophy Rugby Rugby became a PSA Sport in 1961, and in 1963 the Rugby cup was renamed the Brother Redmond Cup, in honor of Brother M F Redmond, who was an influential teacher and sportsmaster at Aquinas College over a span of 45 years Basketball Basketball became an official PSA sport in 1980, the Blackwood Cup was introduced in the same year to commemorate the long service to Christ Church Grammar School and the PSA of Mr A F Blackwood, Deputy Headmaster from 1966 to 1983",['https://en.wikipedia.org/wiki/Public_Schools_Association'],1,0.33611011505126953,comparative,10
38,"Generate a multi-hop question and its answer based only on the context below.

Context:
The number is reduced to less than 7ms if the refresh rate is increased to 120 Hz or even 240 Hz and more. Participants generally feel that the experience is more immersive with higher refresh rates as a result. However, higher refresh rates require a more powerful graphics processing unit. Relationship between display and field of view
In assessing the achieved immersion by a VR device, we need to consider our field of view (FOV) in addition to image quality. Our eyes have a horizontal FOV from about 107 or 110 degrees to the temporal side to about 60 or 70 degrees toward the nose and a vertical FOV from about 95 degrees downward to 85 degrees upward, and eye movements are estimated as roughly 30 deg to either side horizontally and 20 vertically. Binocular vision is limited to the 120 or 140 degrees where the right and the left visual fields overlap. With eye movements, we have an FOV of roughly 300 degrees x 175 degrees with two eyes, i.e., approximately one third of the full 360-deg sphere. Applications
Virtual reality is most commonly used in entertainment applications such as video games, 3D cinema, amusement park rides including dark rides and social virtual worlds. Consumer virtual reality headsets were first released by video game companies in the early-mid 1990s. Beginning in the 2010s, next-generation commercial tethered headsets were released by Oculus (Rift), HTC (Vive) and Sony (PlayStation VR), setting off a new wave of application development. 3D cinema has been used for sporting events, pornography, fine art, music videos and short films.

Format:
 ...",...,"Our eyes have a horizontal FOV from about 107 or 110 degrees to the temporal side to about 60 or 70 degrees toward the nose and a vertical FOV from about 95 degrees downward to 85 degrees upward, and eye movements are estimated as roughly 30 deg to either side horizontally and 20 vertically Our eyes have a horizontal FOV from about 107 or 110 degrees to the temporal side to about 60 or 70 degrees toward the nose and a vertical FOV from about 95 degrees downward to 85 degrees upward, and eye movements are estimated as roughly 30 deg to either side horizontally and 20 vertically Applications Virtual reality is most commonly used in entertainment applications such as video games, 3D cinema, amusement park rides including dark rides and social virtual worlds",['https://en.wikipedia.org/wiki/Virtual_reality'],1,0.34499478340148926,multi-hop,10
